Creating test database for alias 'default'...
Destroying test database for alias 'default'...
         10024283 function calls (9818849 primitive calls) in 10.741 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      679    0.003    0.000    0.020    0.000 models.py:924(__init__)
    51415    0.020    0.000    0.020    0.000 query.py:661(unref_alias)
       30    0.000    0.000    0.020    0.001 models.py:280(clean)
       12    0.000    0.000    0.019    0.002 subprocess.py:650(__init__)
 1010/975    0.001    0.000    0.019    0.000 base.py:262(add_to_class)
      536    0.001    0.000    0.019    0.000 __init__.py:241(savepoint_commit)
    60324    0.019    0.000    0.019    0.000 datastructures.py:202(items)
      644    0.002    0.000    0.019    0.000 models.py:253(__init__)
      293    0.003    0.000    0.019    0.000 query.py:784(bump_prefix)
       12    0.001    0.000    0.019    0.002 subprocess.py:1187(_execute_child)
    21193    0.013    0.000    0.018    0.000 base.py:462(_get_pk_val)
       12    0.000    0.000    0.018    0.002 models.py:739(keeps_output)
    52659    0.018    0.000    0.018    0.000 copy.py:113(_copy_with_constructor)
      797    0.006    0.000    0.018    0.000 related.py:494(__init__)
        1    0.000    0.000    0.018    0.018 __init__.py:27(<module>)
      536    0.001    0.000    0.018    0.000 __init__.py:196(_savepoint)
     9245    0.018    0.000    0.018    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.001    0.001    0.018    0.018 query.py:3(<module>)
    16783    0.014    0.000    0.018    0.000 compiler.py:309(get_distinct)
        1    0.009    0.009    0.018    0.018 __init__.py:45(<module>)
     3243    0.004    0.000    0.017    0.000 related.py:994(get_local_related_value)
      536    0.001    0.000    0.017    0.000 __init__.py:202(_savepoint_commit)
       17    0.000    0.000    0.017    0.001 query.py:444(delete)
      373    0.001    0.000    0.017    0.000 handlers.py:68(emit)
     6419    0.004    0.000    0.017    0.000 __init__.py:219(_releaseLock)
      339    0.003    0.000    0.017    0.000 query.py:1516(add_fields)
    14661    0.012    0.000    0.016    0.000 weakref.py:342(get)
        1    0.000    0.000    0.016    0.016 sites.py:1(<module>)
    10346    0.016    0.000    0.016    0.000 {method 'replace' of 'datetime.datetime' objects}
       46    0.000    0.000    0.016    0.000 models.py:591(is_subpipeline)
       26    0.000    0.000    0.016    0.001 models.py:1070(clean)
       36    0.001    0.000    0.016    0.000 management.py:9(update_contenttypes)
       13    0.000    0.000    0.016    0.001 models.py:134(clean)
        1    0.000    0.000    0.016    0.016 models.py:606(_check_constraint_intervals)
    18274    0.016    0.000    0.016    0.000 utils.py:237(_route_db)
       45    0.000    0.000    0.016    0.000 query.py:1063(iterator)
       50    0.000    0.000    0.015    0.000 models.py:114(get_cdt)
    14765    0.012    0.000    0.015    0.000 compiler.py:693(deferred_to_columns)
     8216    0.015    0.000    0.015    0.000 manager.py:89(_set_creation_counter)
     6996    0.015    0.000    0.015    0.000 {method 'acquire' of 'thread.lock' objects}
3351/2899    0.004    0.000    0.015    0.000 related.py:1229(get_db_prep_save)
    79036    0.015    0.000    0.015    0.000 {method 'add' of 'set' objects}
      702    0.001    0.000    0.015    0.000 {method 'format' of 'str' objects}
    18569    0.010    0.000    0.015    0.000 __init__.py:924(compiler)
    12007    0.015    0.000    0.015    0.000 {_codecs.utf_8_decode}
       71    0.000    0.000    0.015    0.000 query.py:322(bulk_create)
     7165    0.011    0.000    0.014    0.000 threading.py:186(release)
    34321    0.014    0.000    0.014    0.000 {method 'update' of 'set' objects}
        1    0.001    0.001    0.014    0.014 request.py:1(<module>)
      293    0.007    0.000    0.014    0.000 query.py:725(change_aliases)
       54    0.000    0.000    0.014    0.000 storage.py:35(save)
       12    0.000    0.000    0.014    0.001 models.py:264(install)
    18669    0.014    0.000    0.014    0.000 {method 'replace' of 'unicode' objects}
      304    0.001    0.000    0.014    0.000 models.py:110(definite)
       54    0.000    0.000    0.014    0.000 models.py:57(clean)
      503    0.002    0.000    0.014    0.000 models.py:555(__init__)
      467    0.001    0.000    0.014    0.000 sre_compile.py:178(_compile_charset)
        1    0.000    0.000    0.013    0.013 simple.py:5(<module>)
    17900    0.013    0.000    0.013    0.000 {method 'split' of 'unicode' objects}
       10    0.001    0.000    0.013    0.001 models.py:1(<module>)
       24    0.000    0.000    0.013    0.001 six.py:85(__get__)
       41    0.000    0.000    0.013    0.000 threading.py:308(wait)
       24    0.000    0.000    0.013    0.001 six.py:74(_import_module)
      772    0.001    0.000    0.013    0.000 subqueries.py:184(__init__)
       25    0.000    0.000    0.013    0.001 models.py:143(set_MD5_and_count_rows)
        1    0.005    0.005    0.013    0.013 _doctest.py:51(<module>)
      661    0.001    0.000    0.013    0.000 related.py:66(get_path_info)
    67090    0.013    0.000    0.013    0.000 utils.py:72(__exit__)
  516/507    0.002    0.000    0.013    0.000 options.py:456(get_all_related_objects_with_model)
       12    0.000    0.000    0.012    0.001 subprocess.py:473(_eintr_retry_call)
     1232    0.001    0.000    0.012    0.000 __init__.py:908(get_db_prep_value)
    37493    0.012    0.000    0.012    0.000 query.py:1483(can_filter)
       12    0.012    0.001    0.012    0.001 {posix.read}
       16    0.000    0.000    0.012    0.001 models.py:1579(dest)
    32971    0.010    0.000    0.012    0.000 query.py:812(db)
      656    0.000    0.000    0.012    0.000 related.py:1406(get_reverse_path_info)
        1    0.000    0.000    0.012    0.012 inspect.py:25(<module>)
      467    0.006    0.000    0.012    0.000 sre_compile.py:207(_optimize_charset)
    24411    0.012    0.000    0.012    0.000 {method 'split' of 'str' objects}
    21435    0.008    0.000    0.012    0.000 __init__.py:320(get_autocommit)
       24    0.000    0.000    0.012    0.001 threading.py:911(join)
       35    0.000    0.000    0.012    0.000 query.py:822(_batched_insert)
    19476    0.012    0.000    0.012    0.000 where.py:347(__init__)
       30    0.000    0.000    0.012    0.000 files.py:98(delete)
    24771    0.012    0.000    0.012    0.000 query.py:657(ref_alias)
      656    0.003    0.000    0.012    0.000 related.py:1385(_get_path_info)
      180    0.000    0.000    0.011    0.000 models.py:338(is_incable)
      345    0.001    0.000    0.011    0.000 models.py:1165(__init__)
      160    0.000    0.000    0.011    0.000 models.py:346(is_outcable)
       22    0.000    0.000    0.011    0.000 models.py:1567(__str__)
       70    0.000    0.000    0.011    0.000 query.py:592(exclude)
        3    0.000    0.000    0.011    0.004 tests_rm.py:202(make_first_pipeline)
        7    0.000    0.000    0.011    0.002 related.py:830(__set__)
       90    0.000    0.000    0.011    0.000 models.py:328(is_step)
        8    0.000    0.000    0.010    0.001 models.py:117(save)
    31230    0.010    0.000    0.010    0.000 query.py:1392(<genexpr>)
    20144    0.010    0.000    0.010    0.000 {range}
       42    0.000    0.000    0.010    0.000 execute.py:377(<genexpr>)
        6    0.000    0.000    0.010    0.002 models.py:416(save)
      900    0.001    0.000    0.010    0.000 {map}
     5236    0.004    0.000    0.010    0.000 transaction.py:35(get_connection)
    25187    0.010    0.000    0.010    0.000 {method 'pop' of 'list' objects}
       10    0.000    0.000    0.010    0.001 related.py:580(add)
       10    0.000    0.000    0.010    0.001 related.py:627(_add_items)
        1    0.000    0.000    0.010    0.010 tokenize.py:23(<module>)
        1    0.001    0.001    0.010    0.010 multipartparser.py:6(<module>)
     4252    0.002    0.000    0.009    0.000 related.py:1179(related_field)
       33    0.000    0.000    0.009    0.000 models.py:596(inputs)
      373    0.000    0.000    0.009    0.000 __init__.py:933(emit)
     3141    0.006    0.000    0.009    0.000 encoding.py:84(force_text)
       56    0.003    0.000    0.009    0.000 creation.py:40(sql_create_model)
       58    0.000    0.000    0.009    0.000 query.py:471(_raw_delete)
       18    0.000    0.000    0.009    0.001 models.py:322(has_structure)
    29484    0.009    0.000    0.009    0.000 query.py:536(deferred_to_data)
    48184    0.009    0.000    0.009    0.000 {method 'update' of '_hashlib.HASH' objects}
    32483    0.009    0.000    0.009    0.000 {method 'iteritems' of 'dict' objects}
      373    0.001    0.000    0.009    0.000 __init__.py:839(emit)
       12    0.000    0.000    0.009    0.001 models.py:609(get_execrecordout)
41181/41180    0.009    0.000    0.009    0.000 __init__.py:118(ensure_connection)
       12    0.000    0.000    0.009    0.001 models.py:718(output_description)
    20903    0.009    0.000    0.009    0.000 __init__.py:610(get_prep_value)
     1801    0.003    0.000    0.009    0.000 datastructures.py:211(update)
       55    0.000    0.000    0.009    0.000 subqueries.py:36(delete_batch)
        1    0.002    0.002    0.009    0.009 message.py:1(<module>)
    27230    0.009    0.000    0.009    0.000 utils.py:101(__call__)
        1    0.001    0.001    0.009    0.009 fields.py:3(<module>)
        1    0.000    0.000    0.009    0.009 text.py:1(<module>)
       31    0.000    0.000    0.009    0.000 execute.py:183(update_cable_maps)
        3    0.000    0.000    0.009    0.003 tests_rm.py:185(make_first_method)
      459    0.001    0.000    0.009    0.000 options.py:450(get_all_related_objects)
       12    0.000    0.000    0.008    0.001 models.py:713(output_name)
     4040    0.006    0.000    0.008    0.000 related.py:1000(get_instance_value_for_fields)
    16703    0.008    0.000    0.008    0.000 compiler.py:564(get_grouping)
     2911    0.004    0.000    0.008    0.000 functional.py:14(_curried)
        7    0.000    0.000    0.008    0.001 six.py:104(_resolve)
    30396    0.008    0.000    0.008    0.000 options.py:289(get_fields_with_model)
       58    0.000    0.000    0.008    0.000 subqueries.py:51(delete_qs)
      746    0.001    0.000    0.008    0.000 __init__.py:713(format)
    23232    0.008    0.000    0.008    0.000 datastructures.py:181(_iteritems)
      293    0.001    0.000    0.008    0.000 subqueries.py:110(clone)
       13    0.000    0.000    0.008    0.001 models.py:122(check_input_indices)
        4    0.003    0.001    0.008    0.002 tests.py:3(<module>)
     7467    0.002    0.000    0.008    0.000 sre_parse.py:201(get)
     9232    0.006    0.000    0.008    0.000 query.py:1551(add_ordering)
       13    0.000    0.000    0.008    0.001 models.py:128(check_output_indices)
       12    0.000    0.000    0.008    0.001 models.py:273(install_h)
    49/46    0.005    0.000    0.008    0.000 options.py:476(_fill_related_objects_cache)
      217    0.000    0.000    0.008    0.000 storage.py:256(path)
        1    0.000    0.000    0.008    0.008 html.py:1(<module>)
    67090    0.008    0.000    0.008    0.000 utils.py:69(__enter__)
      300    0.001    0.000    0.008    0.000 models.py:1157(__init__)
      746    0.003    0.000    0.008    0.000 __init__.py:451(format)
     1319    0.002    0.000    0.008    0.000 transaction.py:488(commit_on_success_unless_managed)
       54    0.000    0.000    0.008    0.000 storage.py:63(get_available_name)
    25899    0.007    0.000    0.007    0.000 {method 'items' of 'dict' objects}
       62    0.002    0.000    0.007    0.000 options.py:74(contribute_to_class)
       48    0.000    0.000    0.007    0.000 options.py:395(init_name_map)
        6    0.000    0.000    0.007    0.001 models.py:450(clean)
       55    0.000    0.000    0.007    0.000 subqueries.py:31(do_query)
     1232    0.004    0.000    0.007    0.000 base.py:228(value_to_db_datetime)
      373    0.000    0.000    0.007    0.000 __init__.py:1239(makeRecord)
    31432    0.007    0.000    0.007    0.000 query.py:1388(<genexpr>)
     8885    0.006    0.000    0.007    0.000 sre_parse.py:182(__next)
      373    0.001    0.000    0.007    0.000 handlers.py:146(shouldRollover)
    48000    0.007    0.000    0.007    0.000 {method 'copy' of '_hashlib.HASH' objects}
      314    0.000    0.000    0.007    0.000 manager.py:110(db_manager)
        6    0.000    0.000    0.007    0.001 models.py:1215(is_identical)
       56    0.000    0.000    0.007    0.000 base.py:268(_prepare)
        1    0.000    0.000    0.007    0.007 execute.py:69(__init__)
    21821    0.005    0.000    0.007    0.000 __init__.py:604(get_db_prep_value)
    19743    0.007    0.000    0.007    0.000 util.py:18(__init__)
     3243    0.005    0.000    0.007    0.000 related.py:986(local_related_fields)
       26    0.000    0.000    0.007    0.000 models.py:238(clean)
      373    0.004    0.000    0.007    0.000 __init__.py:242(__init__)
       14    0.000    0.000    0.007    0.000 models.py:1715(keeps_output)
        2    0.001    0.001    0.006    0.003 handlers.py:1(<module>)
     9245    0.006    0.000    0.006    0.000 {method 'ljust' of 'unicode' objects}
      188    0.001    0.000    0.006    0.000 models.py:1563(__init__)
      156    0.000    0.000    0.006    0.000 models.py:300(get_min_row)
     4475    0.005    0.000    0.006    0.000 datastructures.py:152(__setitem__)
    36661    0.006    0.000    0.006    0.000 {thread.get_ident}
       54    0.001    0.000    0.006    0.000 storage.py:161(_save)
      217    0.001    0.000    0.006    0.000 _os.py:54(safe_join)
        1    0.005    0.005    0.006    0.006 case.py:1(<module>)
      113    0.001    0.000    0.006    0.000 compiler.py:908(as_sql)
    18481    0.006    0.000    0.006    0.000 datastructures.py:189(_itervalues)
     1205    0.005    0.000    0.006    0.000 compiler.py:484(_final_join_removal)
    12183    0.006    0.000    0.006    0.000 base.py:314(__init__)
       15    0.004    0.000    0.006    0.000 collections.py:288(namedtuple)
        9    0.000    0.000    0.006    0.001 base.py:421(__repr__)
        4    0.000    0.000    0.006    0.001 models.py:232(__new__)
        1    0.001    0.001    0.005    0.005 decimal.py:116(<module>)
     6577    0.005    0.000    0.005    0.000 options.py:543(get_base_chain)
        1    0.000    0.000    0.005    0.005 validators.py:1(<module>)
      119    0.000    0.000    0.005    0.000 models.py:84(clean)
        2    0.000    0.000    0.005    0.003 models.py:146(fields_for_model)
     7305    0.004    0.000    0.005    0.000 __init__.py:151(__hash__)
       45    0.000    0.000    0.005    0.000 query.py:527(values_list)
